original_text,sarcasm_score,performance_sentiment,price_sentiment,quality_sentiment,features_sentiment
Purchased 2 (kids room and guest room) because Hulu and Prime are no longer supported on the older Roku devices.<br /><br />Pros:<br />1. Looks darn cute!<br />2. Lite version and can stick to the top/bottom of the TV<br />3. Has HDMI cable included<br /><br />Cons:<br />1. Lite version - no app buttons on the remote<br />2. Lite version - no microSD option for fast loading<br />3. Useless HDMI - will NOT transmit a/v to TV. Had to use a different HDMI cable and trash the one included.<br />4. Included adhesive strip barely holds the device in place. I will be replacing it with a velcro strip.<br /><br />Already installed one. So returning the other one. Not worth $30!,0.4494571387767792,0.0,-1.0,0.0,0.0
"No app or e.q for it, thing is very loud and great quality and surprising light.",0.44690942764282227,0.0,0.0,1.0,0.0
"They hidden are in my trucks, my wife's purse, and on the dog. Track those cc's lol",0.4466979205608368,0.0,0.0,0.0,0.0
"My daughter liked her new backpack. We did find it was relatively small for a middle schooler who needs to carry her books, laptop, etc. Quality seems sturdy enough and she loved the purple color.",0.44516125321388245,0.0,0.0,0.5,0.0
Wonderfull!,0.44682031869888306,0.0,0.0,0.0,0.0
Worked perfectly with my Roku tv. No set up necessary. Put in batteries and it worked.,0.4471019208431244,0.0,0.0,0.0,0.0
Very nice easy to put together works great,0.4492027163505554,1.0,0.0,0.0,0.0
Bought these for school because there would be “no bad content…”,0.4472036361694336,0.0,0.0,0.0,0.0
"Great kit from iFixit.  This is the first item I ever bought from them, and I'm not disappointed.  I really just wanted a nice screwdriver with some common bits I could use for phone and computer repair.  I already have a million pry tools lying around from other screen kits and such, but I will say this blue pry tool is the most sturdy one I've ever used.  Very durable and hard plastic.  Yes it will wear down eventually, but not as quickly as the cheap ones if you've ever used them.  Tweezers are also very fine and sharp!  I know because I sliced my thumb up really nice with them! :D  Great item as well!  Tips will bend if you're too harsh on them so just be careful if you're trying to use them as mini ""pliers"".  Suction cup is probably the most sturdy and strong I've ever used too.  The double-suction removal tool they sell is probably more practical, but I have no issue spending the extra 10 seconds holding the device at a certain angle to get the pry tool underneath the screen.  Another fantastic item.  Screwdriver is very sturdy as well, and the bits are very nice and come magnetized!  A wonderful feature after using non-magnetized bits for SO long.  I found that after excessive use the magnets ability will slowly wear away, but one of those magnetizers for bits will make it good as new again.  Black spudger tool is very nice too, I find it very handy in certain situations, and once again, it seems to be better quality than the other cheap ones you can find in repair kits.  Overall, iFixit takes what was good in repair tools, and upgrades the quality by 10x.  To say I'm paying for the name is probably fair.  This kit could easily be $19.99.  But for the quality and brands reputation, I'd say I made a great decision going with this kit.  Repairs iPhones, Samsungs, Computers, Controllers.  An all around beast of a portable kit!",0.44813475012779236,0.0,0.5,1.0,1.0
"I bought this cute little case for my daughter, Christmas 2021!!! She STILL HAS IT!  It looks exactly as it did when it arrived!<br />Exactly as shown.  Exactly as described!  She loved it!  And still does!  OVER A YEAR LATER!<br />10/10!! Definitely recommend!",0.4468329846858978,0.0,0.0,0.0,0.0
Please don’t order this.  It doesn’t work,0.4479728639125824,0.0,0.0,0.0,0.0
"This camera is better than the previous cameras I have purchased. The night vision is very clear. The motion detection is great and has a great range for detection. I love the audio recording while using the speaker to have proof of a conversation if needed. You do have to have direct sunlight for the solar panel to charge the camera, otherwise you must manually charge it.",0.4457490146160126,0.0,0.0,0.0,0.0
I have used this on a couple things I have purchased over the last couple years. I have never had a bad experience & the process is quick and efficient.,0.4435957670211792,0.0,0.0,0.0,0.0
Good shower speaker for the price,0.4469434916973114,0.0,0.5,0.0,0.0
"This thing is only 13 1/2 inches. Willl not fit 14"" laptop.",0.44569891691207886,0.0,0.0,0.0,0.0
"Easy to pair, very simple operation, and shockingly good sound from such a small package.  As an owner of a Marshall amp, the Action III has the same aesthetics with the gold face and knobs, the vintage grille cloth, and the thick heavy cabinet.  It even has a little something that their amps don't.  Instead of a line on the bass, treble, and volume knobs that displays the level, the Action III has LEDs around the knobs which light up as you move clockwise.  It's smaller than a shoebox and my fingertips reach around the top, but it's difficult to pick up one handed due to its weight.  You're not going to accidentally knock it off of your table or counter without some effort.<br /><br />This speaker is not rechargeable.  It’s powered by an AC cord.  This may be a disadvantage to some because you won’t be taking it on a picnic unless an outlet is nearby.  Your device will recognize the available connection as Action III.  If you know the functions of bass, treble, and volume, you've got it mastered.  It doesn't get any easier.  Being an AC powered unit, it does appear to play considerably louder than a rechargeable speaker.  It has excellent bass and crystal clear highs coming from twin tweeters.  The midrange seems to be just a bit subdued.  That's personally just how I like it, but an extra tone or contour control like the ones you find on Marshall amps would be a plus for some listeners.  I’ve yet to experience any issues with static and I rate it five stars based on its tone and cool looks.",0.4486802816390991,0.0,0.0,0.0,0.5
"Didn't expect much due to the low price, but was happy with the sound it produces.",0.4467078447341919,0.0,0.5,0.0,0.0
"I’m very disappointed in this product. I had the earlier version for years and loved it but had to get a replacement since the cord eventually frayed. This newer version is not comparable. My first problem with the new version was the straps were too long, so it doesn’t fit comfortably on my face. I had to make some adjustments, so it wouldn’t be sliding off my face while I slept, which is annoying but not manageable. However, that’s not the biggest problem, after a week of using it, I’ve learned that the battery does not last 12 hours like it says. I maybe get eight hours out of a full battery if I’m lucky. It’s shutting off before I am meant to get up which is actually disrupting my sleep. I’ve only had it for a week so the fact it’s not even giving me eight hours of battery life is unacceptable. I’m hoping to get a replacement but I may just go with a different brand all together.",0.4458003640174866,0.0,0.0,0.0,0.0
"The Tribit speaker packs a lot of clean sound for such a small, inexpensive unit. I use it all the time and love it. It goes a long time between charges. Very portable, easily fits into a purse or backpack.",0.44468873739242554,0.0,0.5,0.0,0.0
"My kids got new laptops for Christmas, and these are great protective covers. Easy to install, and not bulky. My daughter loved it! Hope the feet are steady and durable. We shall see.",0.44597113132476807,0.0,0.0,1.0,0.0
My granddaughter loves this case ❤️,0.4469749927520752,0.0,0.0,0.0,0.0
this thing sucks. it takes a huge dump in your hands and the batteries last 3 pumps and then falls asleep.,0.44513237476348877,0.0,0.0,0.0,0.0
Very pleased with this purchase. Was blown away with the bass at 100%. Loved that there is a separate bass control. All around a balanced sound with a great design.,0.4458105266094208,0.0,0.0,0.0,0.0
"This mouse, no longer works with whatever update has been pushed through by Apple to the MacBook Pro. Apple was unable to resolve the situation. I called Macally and had to leave a message for tech support but no one called me back.",0.4440860450267792,-1.0,0.0,0.0,0.0
"Compact, keeps its charge, sound is very good",0.44983282685279846,0.0,0.0,0.0,0.0
The hard case is great for added protection and the colors are vibrant. It was easy to put on,0.4471204876899719,0.0,0.0,0.0,0.0
"So far I like the lightness, the good fit, and most of all the quality sound for music and most of all movies. 5 stars and highly recommend these earbuds. Will give a battery life review at a later date.",0.44505050778388977,0.0,0.0,1.0,0.0
This works. Not top quality construction but does its job of converting cassettes to digital via USB. I use Audacity on the computer side to capture.,0.450775682926178,1.0,0.0,0.0,0.0
"Bought these because we’re always losing our chargers. They work great, been using them for 10 days and haven’t had any issues with them. Usually with off brand chargers they stop working after a day or two, but these ones work great. Give my phone, iPad and AirPods a fast charge.",0.4421166181564331,0.5,0.0,0.0,0.0
"My wife and me have trouble hearing sound on our tv, especially spoken words.<br />We purchased a ZVOX and were stunned over how well it works.<br />It is easy to use, everything is clear about how to adjust the sound, and it makes everything so much clearer. Not everything works as promised, this really does! Buy one! You will not be disappointed!",0.44511938095092773,1.0,0.0,0.0,0.0
Had it for a total of 50 days before it quit working. Awesome.,0.4426818788051605,-1.0,0.0,0.0,0.0
Just what I needed fro my security camera. The extra long length is great,0.4488997757434845,0.0,0.0,0.0,0.0
"Use this amp for 2 jl tw3 10"" bumps great",0.44656673073768616,0.0,0.0,0.0,0.0
"No matter how clean you get your iPad screen the screen saver still bubbles.  When you try to remove the bubbles with the little scraper, it scratches the film.  Worthless.",0.44322454929351807,0.0,-1.0,0.0,0.0
I bought two to try out and one was working good for a few days and it just stopped working. Used the other one and same result stopped working after a few days,0.4521248936653137,-1.0,0.0,0.0,0.0
Just what I'm looking for. I'll be ordering more. So much more effective than taking up space on a counter/table top.,0.4464998245239258,0.0,0.0,0.0,0.0
Usb3.0 fast,0.44784775376319885,-1.0,0.0,0.0,0.0
Harness is made up different could use it,0.44486895203590393,0.0,0.0,0.0,0.0
Perfect new tv for my daughter who loves her firestick.,0.44397690892219543,0.0,0.0,0.0,0.0
Easy to pair up with any wireless MP3 plyer.,0.44292041659355164,0.0,0.0,0.0,0.0
This was the best purchase ever. The video quality Is crystal clear,0.44895556569099426,0.0,0.0,1.0,0.0
"I love OBSBOT products. I own three cameras all together going back no just over two years, and all three are excellent and dependable.<br /><br />Most importantly, the software you can get from OBSBOT (simply called OBSBOT Webcam which replaces their earlier software called Tinycam) has vastly improved over the last year or so, to the point I consider it an absolute must for these cameras (but it doesn't slow down, crash, or otherwise behave funny in Windows 10 or 11).<br /><br />You can also get an affordable remote which I have as well, and it works too -<br /><br />I've used, since the pandemic began, well over a dozen total webcams from different manufacturers. These include bigger names like Logitech, Wirestorm, Yealink, and Boom, and many lesser known brands (some of which have been alright!). Overall, I consider OBSBOT my favorite. All manufacturers of dedicated Webcams seem to ""create"" a unique look and have their own standard for contrast, brightness, sharpness, and so forth. My impression of OBSBOT is that it's not heavy handed one way or the other, but does have an overall darker exposure than many if not most. So, you may have to tweak your setting in your software that uses the webcam (like Zoom, Teams, etc) or use the OBSBOT Webcam software for that which works well. I like that it doesn't try too hard to make things overly bright and ""beautiful"" by making my face look plastic and overly smooth like some seem to do.<br /><br />I would not say the picture quality is astonishing - but excellent for a webcam. Frankly, I think Logitech has picture quality dialed pretty good, if that's the MOST important aspect - but for the price you basically can't beat it if PTZ is a must for you (it really is for me). The software makes controlling the camera even during meetings a breeze. And, yes, you can create and save fixed angle/zoom/tilt in the software (but it'll have to be running in the background to work reliably in your app of choice).<br /><br />Also, while you don't see a ""privacy cover"" that's easy - tilt the lens down towards the main body and poof, you've put it to sleep. While not as reliable as a hard cover, it works just fine (just know that if you click to turn on your camera in say Zoom, it'll turn the camera on or wake it). You can also tell it to go to sleep in the app including how long to stay on if not in use.<br /><br />Comes with a very nice, and I mean VERY nice zippered case that'll hold everything but the little tripod it comes with. I don't use the tripod but do have many other much taller/bigger tripods I do use with it. I've never actually used the monitor mount but it's quite strong and functional too (I just prefer stands or tripods for control).<br /><br />Finally, the internal microphone is legions better than most webcam microphones. Seriously. As in, actually dependable and usable. That said, I almost never use it as I have multiple dedicated microphones I prefer to use. But, it really is usable compared to nearly every other built-in webcam mic I've every tried - so if that's important to you, know that the microphone is fine (but built-in webcam microphones simply won't ever improve on dedicated high-quality microphones made for personal or conference room use in my opinion).<br /><br />One big selling point with OBSBOT is the gesture control. Sorry, I don't use it. I love this camera for the quality it has in the optics, PTZ control, and software. That said, the gestures do work and work as advertised (yes, I've tried them - they're just not my thing).<br /><br />If you need a very good 4K PTZ webcam at a great price - even for a high quality conference room set up - you should consider OBSBOT.",0.44375303387641907,0.5,0.0,0.5,0.5
"Sound quality is OK and the product is flexible as it can be used with either a 3.5mm plug or USB. However even at maximum expansion, the headset won't fit comfortably unless you have a very small head - feels like it is sized for a child not an adult.",0.4480336010456085,0.0,0.0,0.0,0.0
I like that it's easy to use. But we got it broken! Case is flimsy.  Quality not all that great for the price. The sponge like thing to keep the batteries in place is a great idea.,0.4460177719593048,0.0,0.0,0.0,0.0
Not able to get my texts to sync. Back of the watch has started breaking out my wrist,0.4477938413619995,0.0,0.0,0.0,0.0
"This was a damaged refurbished unit, which was not in the product description. The tablet itself was damaged. Missing charger and cable. Missing stylus. Missing case. Piece of crap. Could not even turn it on to test it.",0.4462769329547882,0.0,0.0,0.0,0.0
"Got this for a Christmas gift for my parents and we love it!! We all live in different places and this is a great to have and share pictures, videos and more from wherever we are! My and my siblings are wanting to get more so we can connect them and we can all see the pictures and videos in our homes. Great quality! Highly recommend!",0.4517969489097595,0.0,0.0,1.0,0.0
The sound quality is rather nice! I was quite impressed. We have 2 rather large pc setups and we were just using basic speakers which worked fine since we typically have our headsets on. We decided we wanted better speakers that sounded great and looked good. These definitely checked both boxes. Bass isn't really there but with gaming it isn't a necessity so not too concerned about it,0.4484062194824219,0.0,0.0,0.5,0.0
"I paid full price for the Amazon fabric case for my Kindle Scribe after trying out a cheap plasticky case and being disappointed in how it looked and functioned. But those were early days for the Scribe and new cases are popping up much more frequently.<br /><br />That leads me to this case. I did not need another Scribe case but this one intrigued me not only because of the fun colors but because of a different approach to the stand and pen holder than the other cheaper case I'd tried or the Amazon case.  What I love about the Amazon case is that it's thin and can prop up the reader for hands-free use.  I also love that the flap attaches magnetically to the back of the case when you're holding it in your hands.  But what I hate about the case is that you really have to pay attention to how you pick it up and open it.  I've dropped the Scribe twice, once trying to remove it and the second time simply opening the case.  There isn't anything holding it in place but magnets so if you detach them just right it comes a house of cards that instantly falls apart.<br /><br />This case addresses all of those shortcomings.  It places the Scribe inside the case and all sides are well-covered so it won't fall out accidentally.  The pen holder is on the side where I'm used to pen holders being on e-ink note-taking devices.  And most importantly, it also props up the reader for hands-free use and the flap also attaches magnetically to the back of the case when you're holding it.  There is even a little slot to stick your hand to make it less likely that you'll drop it. I love this case and it is replacing my Amazon case.  It isn't perfect; the front flap can shift a little and the hand grip could be a little bigger.  But these aren't deal breakers for me.<br /><br />Now, I will say that there is still a place for the Amazon case.  If you prefer that your cases be as slim as possible, do know that this one is thicker and heavier than the Amazon case.  But if you're OK with a little extra girth, I think this case is great and is priced very nicely for what you get.",0.4475979506969452,0.0,0.5,0.0,0.5
The product didn’t work after multiple times trying to connect. And then Netgear makes it impossible to contact customer support.,0.4473234713077545,0.0,0.0,0.0,0.0
Excellent product. I am very happy with my WIFI internet speed.,0.44539204239845276,1.0,0.0,0.0,0.0
Doesn’t hold a charge. Super slow response time. Son and myself are unhappy,0.44545626640319824,-1.0,0.0,0.0,0.0
"This Wahoo Element Roam is a big improvement over my older Garmin unit.  No complaints at all.  It's easy to use, easy to see, and mounts easily to most handle bars.  I have noticed that it doesn't seem to measure slope gradients quite as well, but that's not a biggie for me.  Pair this with the excellent Garmin Varia bike radar/light unit, and increase your safety on the road.",0.44725799560546875,0.0,0.0,0.0,0.0
"Sorry for the dim lighting.  This review is for replacement part BTY-M6K.  The old battery is shown on top, the new battery is below.  The cables are WAY too short.  I am following all protocols for replacing parts safely, including having all cables disconnected as well as grounded from static.  While attempting to seat the cable, it threw sparks at me.  No cable should throw sparks when seating it gently by hand.  This issue could have been circumvented by better soldering in the connection, and a very small amount of extra wire to permit proper seating.  The laptop pictured is a MSI Stealth Pro 73RG.  I will update this review when I see if this battery has damaged my system or is functioning properly.<br /><br />Edit: It has been a month, raising to three stars.  The battery is functioning normally, and seems to have appropriate capacity.  I’m still irked at the short cable and sparks, my laptop could have been seriously damaged in the process.  The battery is running warm, warmer than the previous one.  I could not turn on my computer without a battery, and I’m grateful for an affordable replacement, but I feel there are some design flaws that don’t have to be there while still remaining an affordable product.",0.4521130323410034,0.0,0.0,0.0,0.0
"After 2 weeks, the screen color turns black and white in all channels. The main menu screen is color, but in channels all is black and white. Refund needed. And TVB USA 1 channel always down!",0.4472602605819702,0.0,0.0,0.0,0.0
"I cant say enough good things about the quality of this tablet, It has a little weight to it for sure, the case is well made and protects the tablet very well, the stylus works great on the touch screen and is definitely superior to others in its class.. Highly Recommend this tablet for the kids",0.4510776996612549,0.5,0.0,0.5,0.0
Honestly pretty good over all. I bought it as a gift and my brother loves it!,0.4443061649799347,0.0,0.0,0.0,0.0
"Someone finally came out with a smart solution on how to hold on to your tablet, virtually any tablet size. They've created a swivel ring that attaches to the back of your tablet, using that sticky (removable) glue substance. You then slip your hand into the ring, which is secured with an adjustable velcro strap. This now allows you to hold onto your tablet with total ease. You now also have the ability to rotate your tablet 360°. They even included a kickstand so that you can use your tablet hands-free. Works perfectly.",0.4491981267929077,1.0,0.0,0.0,0.0
Quality product,0.44746682047843933,0.0,0.0,1.0,0.0
"Needed the space for extra projects, computer, gaming, etc….. got the TV mounted up up up & magically made more space. Love it!",0.443973183631897,0.0,0.0,0.0,0.0
"1. The picture quality is ok, not much way to verify 8K<br />2. It is highend TV but come with 100 baseT ethernet, it is not acceptable<br />3. I have LG TV 2016, nano cell 2018 and this one, the chip supposed to be very powerful, but webOS is very sluggish comparing to the old two, when press house key, the launch bar came out very slow, and when you move cursor, launch bar item responds very slow",0.4494026303291321,-0.5,0.0,0.0,0.0
Need a better instruction manual this one is a joke.,0.4450596868991852,0.0,0.0,0.0,0.0
This is a great antenna. You will need to buy the base separately.,0.4469183683395386,0.0,0.0,0.0,0.0
I don't have a fancy Bluetooth radio built into my car so this is perfect for hands free listening and calls without all the AUX cords.,0.443572998046875,0.0,0.0,0.0,0.0
"I have been using this device for several years (please use quality surge protector) and with all the power disruptions I've experienced, it has never failed. Like that you can access it online and turn of the lights and you can press the button on the back to enable or disable wi-fi (instead of it constantly being turned on). The online interface is daunting on what ""choices"" or settings to choose (I am not an IT or computer expert, just a user). Very good purchase !!! Thanks Tenda.",0.44357529282569885,0.0,0.0,1.0,0.0
"I have difficulty sleeping when there’s ambient noise of any kind, so I wanted a way to lie down without losing my headphones. This offered a unique solution.<br /><br />The headband is made from a quite comfortable mesh material that stays in place even while lying down. The earbuds offer some flexibility to ensure they match your ears. They’re not sewn in place. I prefer to lie on my side, and the earbuds don’t impede this in any way. I almost don’t even notice they’re there.<br /><br />They sound superb for their size as well and are able to block out a substantial amount of noise. The earbuds can be removed for when you need to wash the headband.<br /><br />Pairing the headphones with your device is super easy, and the battery life is also surprisingly good for the size of the product. I haven’t had to recharge it in over a week of use. I haven’t really used the controls on the front besides turning the headphones on and off, but the buttons are easy enough to identify without looking at them.<br /><br />Overall, this is a great solution for those who are looking for a way to play music or sleep sounds without losing their headphones somewhere in the bed sheets.",0.44336602091789246,0.0,0.0,0.0,0.0
"I love this product! It has good overall sound quality and it adds to my PC Setup in an aesthetic way. However I do wish that I was able to choose between more colors. The only time it shows purple or pink it's in the rainbow option (or however it's called). But overall, super good and affordable. :)",0.4459238350391388,0.0,0.0,1.0,0.0
Got it for a Xmas gift they seemed to love it‼️,0.44710177183151245,0.0,0.0,0.0,0.0
Brand new...out of the box...I can charge both of these batteries and they don't hold a full charge.,0.4478518068790436,0.0,0.0,0.0,0.0
Could’ve been 5 stars but shipping and delivery was horrible.,0.44211146235466003,0.0,0.0,0.0,0.0
Pretty good! Not the nicest looking but it has great padding and serves it's purpose to the fullest! A good buy.,0.4450671374797821,0.0,0.0,0.0,0.0
"So far, these have held up well to the abuse of my 14, 10, and 9 year old girls. We have gone through a lot of cords over the years, and they love the color of these and so far no issues with them breaking.",0.4431692957878113,0.0,0.0,0.0,0.0
It's light and in good quality,0.4504455029964447,0.0,0.0,1.0,0.0
This thing answered my questions about my antenna cable signal strength and how much the splitters were reducing the strength. It showed me how a booster splitter corrected problems I was having.  great tool to have.,0.44528838992118835,0.0,0.0,0.0,0.0
"I ordered this for my Kindle Paperwhite expecting it to give me great handling options, both in the hand and with the rear kickstand.  It delivers on those options, and the leather-like look is handsome.  Nice product for not a great deal of money.",0.4462060332298279,0.0,0.0,0.0,0.5
1 and 2 buttons I use to view cameras,0.4471208453178406,0.0,0.0,0.0,0.0
"Funciona bien, con un test de Crystal tool maneja velocidades de escritura y lectura cerca de los 100MB aunque en el uso diario las velocidades de escritura son mas bajas",0.4406047463417053,0.0,0.0,0.0,0.0
Great quality and price,0.4484117925167084,0.0,1.0,1.0,0.0
They sound good for a regular system i compared them to some prv audio and the prv’s sounds way better and a bit louder but the rockville’s are loud and have a higher pitch if connected to an amplifier they will really shine and be louder,0.4442148506641388,0.0,0.0,0.0,0.0
I have four of these in my house and they have done exceptionally well.  They just get the job done.  I have a fairly large house with a lot of WiFi dead spots.  Those dead spots are now eliminated because of the TP-Link Deco Mesh WiFi Router. The mobile app to get them up and running is great as well.  Pretty user-friendly and not difficult to setup and maintain.  You just have to remember to update the firmware on a regular basis.  I highly recommend!,0.4463573396205902,0.0,0.0,0.0,0.0
"This unit was so easy to install. It came with the tool needed to pop the trim out. It simply plug into the onboard wiring and then you run the cable around the edge of the headliner, place the rear camera and it’s done. Took me all of 20 minutes to do the whole job. It connected to my iPad and the resolution is fantastic.<br />Thank you",0.4493745267391205,0.0,0.0,0.0,0.0
"Fast shipping, arrived in perfect condition, exactly as described. Highly recommend. Great value.",0.44291409850120544,1.0,1.0,0.0,0.0
I got this for my wife after trying out one for myself. These cases are sleek and beautiful. A perfect fit for an Apple product. Case protection and design are of the highest quality. Works well with MagSafe charging.,0.44810664653778076,0.5,0.0,1.0,0.0
"These bands are comfortable, stylish, very easy to change, and most important, breathable! The band that came with my Versa 3 was causing a nasty reaction and I needed something quick. These arrived in a timely manner from the  seller, are easy to install and change depending on outfit, and are completely hypoallergenic. My skin cleared up and I've had no reaction to these at all. Highly recommend and will definitely get more of these.",0.44266051054000854,0.0,0.0,0.0,0.0
Great little fan. Thought maybe it would not cool me off but it was great. Sturdy stand and adjustable.,0.4459134638309479,0.0,0.0,1.0,0.0
It works good Basic cable box HDMI with recording capabilities you need the right 3.0 Flash Drive or it won’t work. All things considered for the price works great👍,0.44817835092544556,0.5,1.0,0.0,0.0
"I've had this keyboard for a month+ now, and so far so great! It's very light and compact - easy to travel with - and I love how it connects to my Windows laptop AND iPad flawlessly by the click of a button.",0.4402121305465698,0.0,0.0,0.0,0.0
"I’ve tried other brands and often they are a little too big or a little too small, making it hard or impossible to insert into the album cover. These are a perfect size and a very good quality.",0.44614481925964355,0.0,0.0,1.0,0.0
My granddaughter loves them we can sit in the same room and I do not hear her tablet as she plays her games,0.45067229866981506,0.0,0.0,0.0,0.0
This thing is high quality and using it on my big flyer. Fits well and holds,0.44897425174713135,0.0,0.0,1.0,0.0
"I am an avid swimmer who has been using waterproof MP3 and iPods for years. The tough part is finding headphones. I've tried quite a few but have stopped looking after I bought this type 3 years ago. Now, I have yet to find headphones that keep water out 100% of the time. And I'm not putting ""gunk"" in my ears to form a seal which some headphones have with the directions. If water gets in my ear, I take the earbud out, clear my ear, then back to swimming. But these are legit. I absolutely love them and will only use them from now on.",0.4470662474632263,0.0,0.0,0.0,0.0
"Have one in each BR taped to a baseboard or the closet door at floor level. Lights the floor without being too bright for someone sleeping. I also take one in my suitcase when I travel to use in that totally dark bathroom in the middle of the night. It just sits on the floor, then back into the suitcase for the next stop.",0.4409092962741852,0.0,0.0,0.0,0.0
"The product is good quality and well made, but it just doesn't fit any TKL I've got, which is several. On every one of them, the second row from the bottom is offset from where it should be. It's possible to trim that row out and manually correct it, but there is so little material at that point that it becomes difficult to keep it lined up when installing.<br /><br />There are also several places cut out of the material for what I would assume are standoffs between a plate and PCB. This makes it looks like this is designed for a specific board, which apparently has a non-standard spacing.",0.45247408747673035,0.0,0.0,0.0,0.0
Like I said above.<br /><br />Chipped.,0.44093260169029236,0.0,0.0,0.0,0.0
"Tho we can actually see the 'towers' that serve us, we were unable to connect this antenna to them.  They are within range...and we have a clear view.....just didn't work.",0.45088911056518555,0.0,0.0,0.0,0.0
This stand holds my 10.5” iPad it gives stable support at any angle.,0.446483314037323,0.0,0.0,0.0,0.0
Perfect fit.  In camera for two weeks and 50 pictures so far.  No sign of losing charge to date,0.4447125196456909,0.0,0.0,0.0,0.0
Looked up my APC model number on APC's website and got the battery number.  The battery came quickly from Amazon and I had it installed in a few minutes.  Working great.  Back to full strength on the battery indicator.,0.44649526476860046,1.0,0.0,0.0,0.0
"Having used a number of light sets, I have to say this one stands out above the others for a number of reasons.  Starting with the tripods, the construction is superior over any similar priced devices.  Instead of rivets, each joint is connected with screws and nylon locking nuts and when opening and closing the tripod base, it feels surprisingly precise.  The locking knobs are large and tighten in one-half turn.  The tubes extended stiffly at first but became smoother with use and when extended at a measured maximum height of 52”.  With the light and a phone attached, the unit remained stable.<br /><br />Included in the light set are two sets of 9 colored filters, that can be slipped into a filter slot on the front of each light.  The lights are powered via a standard a 5v USB power supply and can be used anywhere you want by powering them using a portable standard phone power pack.  Lighting intensity is adjusted using up/down buttons located on the on/off switch and I found battery power consumption to be modest even at the highest lighting settings.  (I am using a 20,000 mAh power pack)<br /><br />Also included in the set are two phone holders that can be attached to the uprights.  They worked well and kept my iPhone 13 tightly secured.  In addition, two, 360-degree ball-head camera mounts are included allowing the lights to be aimed in any direction.<br /><br />Final thoughts:  This is a pretty amazing set of lights for the price.  The set includes two sets of 9 colored filters, quality constructed tripods, two ball-head camera mounts, two phone holders and two 1000 lumen LED lights, (not measured), adjustable from 10-100% intensity, and a working height from 17” to 52”!  I wish a carry bag was included, but I’m not going to knock the manufacturer as they have provided a quality system at a low price.",0.45130348205566406,1.0,1.0,1.0,0.0
"I installed this in my HP laptop and it works great. Came about 1/2 charged, so I could test the functions of the laptop right away. After charging overnight, it's been on for about 3 hours now and still has about 30% battery left. This is as good as the laptop was when new, so if this battery lasts, this will be a good purchase to extend the life of my laptop.<br /><br />Installation was tricky to get the laptop apart, but otherwise it fit fine. The rest of the installation was easy. NO instructions at all, so you are on your own. Just do an internet search for how to do it.<br /><br />The hardest part was figuring out if this was the right battery because there are many model numbers for the same battery, and many laptop models that it fits into. My laptop model was not on the list (probably too old) but I went by the size and shape of the battery, and it fit.<br /><br />Be sure to properly recycle your old battery. Take it to a recycling center or big home improvement store. Most of them take old batteries. I know Home Depot does.",0.4461679756641388,1.0,0.0,0.0,0.0
I am very happy with the cleaning kit it has all the essentials needed for cleaning your lenses and camera body. There is a nice carry case to keep everything organized and stowed away.  I think its a great value and would recommend to anyone who is looking.,0.4464681148529053,0.0,1.0,0.0,0.0
Used for front door security.  I may change cameras to see if a new one picks movement up better.  Slow to detect movement coming toward it. Have to change the sensitivity every day because of the false alarms.,0.4452684223651886,-0.5,0.0,0.0,0.0
"Where is this wallet coming from? Great product, but why buy from a source not directly from Leger. Want crypto safe and secure right? Hacked or compromised this wallet could be. Buy direct, just a recommendation.",0.44253474473953247,0.0,0.0,0.0,0.0
Item came broken and damaged. I can’t use it,0.4446510970592499,0.0,0.0,0.0,0.0
a month in a a number of letters are wearing off.,0.44632241129875183,0.0,0.0,0.0,0.0
"I bought this hoping it would fit my color nook reader, but it’s to small.  It says 7 inches but my nook is larger.",0.449774831533432,0.0,0.0,0.0,0.0
"I actually bought this for plugging in my sump pump and alarm to the generator during storms, but decided to test it by connecting my Christmas lights through it.  It worked well and had no issues despite the rain.",0.4479029178619385,0.0,0.0,0.0,0.0
good stuff here :),0.4464735686779022,0.0,0.0,0.0,0.0
"A little hard to put together, other than that the product does is job. Is holding a 50 inch TV on the wall no problem.",0.45304638147354126,0.0,0.0,0.0,0.0
"Not much else to say other than this works.  It is a functional way to access your USB drives over an IP connection or to do the same for HDMI (think video game console in one room and using in another).  A bit complicated to use as no instructions were included, but honestly for those getting one of these things, you usually would already know how to use it.",0.4484885334968567,0.0,0.0,0.0,1.0
"Great for travel, I keep an eye on my hotel room when I leave.  Great peace of mind.",0.4375143051147461,0.0,0.0,0.0,0.0
Came fast and works great!,0.4497208297252655,1.0,0.0,0.0,0.0
Perfect. No Complaints. Seems to be quality materials and very well made,0.44983357191085815,0.0,0.0,1.0,0.0
"I have been using this stick for two years with GoPro and Cellphone and it has never failed me.<br />It is always with me when I am recording videos or taking selfies.<br />I paired this with a mini tripod, a small ball head, and a cellphone holder and this cover 100% of all uses cases in a compact travel size envelope that is easy to carry everywhere.<br />Do not think twice get one and you will also be very happy.",0.4466070234775543,0.0,0.0,0.0,0.0
Super heavy and bulky. I use my iPad Pro 12.9 daily. It is naturally heavy alone so once I added the case on it. It just became too bulky and heavy.,0.4460655450820923,0.0,0.0,0.0,0.0
